work_date,work_week,store_id,Site Name,metric,quantity,city
2/6/2015,2/1/2015,2356,Store E,Product A Produced,57,San Diego
2/13/2015,2/8/2015,1290,Store F,Product A Produced,31,San Mateo
2/12/2015,2/8/2015,1290,Store F,Product A Produced,36,San Mateo
2/10/2015,2/8/2015,1290,Store F,Product A Produced,29,San Mateo
2/10/2015,2/8/2015,1290,Store F,Hours Worked,108,San Mateo
2/12/2015,2/8/2015,1290,Store F,Hours Worked,96,San Mateo
2/11/2015,2/8/2015,1290,Store F,Hours Worked,84,San Mateo
2/13/2015,2/8/2015,1290,Store F,Hours Worked,109,San Mateo
2/9/2015,2/8/2015,1290,Store F,Hours Worked,14,San Mateo
2/14/2015,2/8/2015,1290,Store F,Hours Worked,82,San Mateo
2/13/2015,2/8/2015,1290,Store F,Product B Produced,15,San Mateo
2/19/2015,2/15/2015,1290,Store F,Product A Produced,32,San Mateo
2/21/2015,2/15/2015,1290,Store F,Hours Worked,106,San Mateo
2/17/2015,2/15/2015,1290,Store F,Hours Worked,89,San Mateo
2/20/2015,2/15/2015,1290,Store F,Hours Worked,93,San Mateo
2/18/2015,2/15/2015,1290,Store F,Hours Worked,105,San Mateo
2/19/2015,2/15/2015,1290,Store F,Product B Produced,14,San Mateo
2/18/2015,2/15/2015,1290,Store F,Product B Produced,13,San Mateo
2/15/2015,2/15/2015,1290,Store F,Product B Produced,26,San Mateo
2/19/2015,2/15/2015,1290,Store F,Hours Worked,102,San Mateo
4/21/2015,4/19/2015,5678,Store D,Hours Worked,113,San Francisco
4/20/2015,4/19/2015,5678,Store D,Hours Worked,103,San Francisco
4/23/2015,4/19/2015,5678,Store D,Hours Worked,110,San Francisco
4/22/2015,4/19/2015,5678,Store D,Hours Worked,103,San Francisco
4/21/2015,4/19/2015,5678,Store D,Product A Produced,28,San Francisco
4/22/2015,4/19/2015,5678,Store D,Product A Produced,85,San Francisco
4/30/2015,4/26/2015,5678,Store D,Product A Produced,111,San Francisco
5/1/2015,4/26/2015,5678,Store D,Product A Produced,98,San Francisco
4/29/2015,4/26/2015,5678,Store D,Product A Produced,30,San Francisco
5/10/2015,5/10/2015,7859,Store G,Product A Produced,64,Irvine
5/16/2015,5/10/2015,7859,Store G,Product A Produced,138,Irvine
5/16/2015,5/10/2015,7859,Store G,Hours Worked,112,Irvine
5/10/2015,5/10/2015,7859,Store G,Hours Worked,52,Irvine
5/16/2015,5/10/2015,7859,Store G,Product B Produced,16,Irvine
5/10/2015,5/10/2015,7859,Store G,Product B Produced,18,Irvine
5/13/2015,5/10/2015,7859,Store G,Product B Produced,13,Irvine
5/19/2015,5/17/2015,1290,Store F,Product A Produced,34,San Mateo
5/20/2015,5/17/2015,1290,Store F,Product B Produced,16,San Mateo
5/22/2015,5/17/2015,1290,Store F,Product B Produced,15,San Mateo
5/21/2015,5/17/2015,1290,Store F,Hours Worked,105,San Mateo
5/19/2015,5/17/2015,1290,Store F,Hours Worked,82,San Mateo
5/17/2015,5/17/2015,1290,Store F,Hours Worked,151,San Mateo
5/22/2015,5/17/2015,1290,Store F,Hours Worked,117,San Mateo
5/20/2015,5/17/2015,1290,Store F,Hours Worked,94,San Mateo
1/3/2015,12/28/2014,7859,Store G,Product A Produced,63,Irvine
1/3/2015,12/28/2014,7859,Store G,Hours Worked,92,Irvine
1/10/2015,1/4/2015,7859,Store G,Product A Produced,149,Irvine
1/4/2015,1/4/2015,7859,Store G,Product A Produced,104,Irvine
1/4/2015,1/4/2015,7859,Store G,Hours Worked,78,Irvine
1/8/2015,1/4/2015,7859,Store G,Hours Worked,63,Irvine
1/10/2015,1/4/2015,7859,Store G,Hours Worked,82,Irvine
1/17/2015,1/11/2015,7859,Store G,Hours Worked,94,Irvine
1/11/2015,1/11/2015,7859,Store G,Hours Worked,96,Irvine
1/11/2015,1/11/2015,7859,Store G,Product B Produced,16,Irvine
1/17/2015,1/11/2015,7859,Store G,Product B Produced,18,Irvine
1/11/2015,1/11/2015,7859,Store G,Product A Produced,30,Irvine
1/17/2015,1/11/2015,7859,Store G,Product A Produced,36,Irvine
4/22/2015,4/19/2015,1232,Store A,Product B Produced,25,LA
4/22/2015,4/19/2015,1232,Store A,Hours Worked,114,LA
4/20/2015,4/19/2015,1232,Store A,Hours Worked,106,LA
4/23/2015,4/19/2015,1232,Store A,Product B Produced,15,LA
4/20/2015,4/19/2015,1232,Store A,Product B Produced,13,LA
4/23/2015,4/19/2015,1232,Store A,Hours Worked,106,LA
4/21/2015,4/19/2015,1232,Store A,Hours Worked,113,LA
4/27/2015,4/26/2015,1232,Store A,Product B Produced,14,LA
4/29/2015,4/26/2015,1232,Store A,Product B Produced,18,LA
5/1/2015,4/26/2015,1232,Store A,Hours Worked,110,LA
4/27/2015,4/26/2015,1232,Store A,Hours Worked,82,LA
4/29/2015,4/26/2015,1232,Store A,Hours Worked,120,LA
4/30/2015,4/26/2015,1232,Store A,Hours Worked,90,LA
4/28/2015,4/26/2015,1232,Store A,Hours Worked,114,LA
5/1/2015,4/26/2015,1232,Store A,Product B Produced,13,LA
4/30/2015,4/26/2015,1232,Store A,Product B Produced,15,LA
4/28/2015,4/26/2015,1232,Store A,Product A Produced,34,LA
5/7/2015,5/3/2015,1232,Store A,Product B Produced,14,LA
5/8/2015,5/3/2015,1232,Store A,Hours Worked,102,LA
5/4/2015,5/3/2015,1232,Store A,Hours Worked,87,LA
5/6/2015,5/3/2015,1232,Store A,Hours Worked,85,LA
5/5/2015,5/3/2015,1232,Store A,Hours Worked,87,LA
5/7/2015,5/3/2015,1232,Store A,Hours Worked,115,LA
5/4/2015,5/3/2015,1232,Store A,Product B Produced,12,LA
5/6/2015,5/3/2015,1232,Store A,Product B Produced,17,LA
5/6/2015,5/3/2015,1232,Store A,Product A Produced,32,LA
5/8/2015,5/3/2015,1232,Store A,Product A Produced,26,LA
5/12/2015,5/10/2015,1234,Store C,Hours Worked,97,San Diego
5/11/2015,5/10/2015,1234,Store C,Hours Worked,87,San Diego
5/10/2015,5/10/2015,1234,Store C,Hours Worked,117,San Diego
5/14/2015,5/10/2015,1234,Store C,Hours Worked,83,San Diego
5/13/2015,5/10/2015,1234,Store C,Hours Worked,113,San Diego
5/13/2015,5/10/2015,1234,Store C,Product A Produced,29,San Diego
5/12/2015,5/10/2015,1234,Store C,Product A Produced,54,San Diego
5/14/2015,5/10/2015,1234,Store C,Product B Produced,13,San Diego
5/10/2015,5/10/2015,1234,Store C,Product B Produced,15,San Diego
5/10/2015,5/10/2015,1234,Store C,Product A Produced,27,San Diego
5/19/2015,5/17/2015,6453,Store B,Hours Worked,114,San Diego
5/23/2015,5/17/2015,6453,Store B,Hours Worked,102,San Diego
5/19/2015,5/17/2015,6453,Store B,Product B Produced,15,San Diego
5/20/2015,5/17/2015,6453,Store B,Hours Worked,97,San Diego
5/17/2015,5/17/2015,6453,Store B,Hours Worked,128,San Diego
5/22/2015,5/17/2015,6453,Store B,Hours Worked,120,San Diego
5/22/2015,5/17/2015,6453,Store B,Product A Produced,80,San Diego
5/19/2015,5/17/2015,6453,Store B,Product A Produced,92,San Diego
5/20/2015,5/17/2015,6453,Store B,Product A Produced,28,San Diego
5/21/2015,5/17/2015,1234,Store C,Hours Worked,113,San Diego
5/19/2015,5/17/2015,1234,Store C,Hours Worked,100,San Diego
5/17/2015,5/17/2015,1234,Store C,Hours Worked,100,San Diego
5/18/2015,5/17/2015,1234,Store C,Hours Worked,110,San Diego
5/20/2015,5/17/2015,1234,Store C,Hours Worked,81,San Diego
5/18/2015,5/17/2015,1234,Store C,Product B Produced,40,San Diego
5/20/2015,5/17/2015,1234,Store C,Product B Produced,13,San Diego
5/17/2015,5/17/2015,1234,Store C,Product A Produced,167,San Diego
5/25/2015,5/24/2015,6453,Store B,Product A Produced,61,San Diego
5/28/2015,5/24/2015,6453,Store B,Product B Produced,18,San Diego
5/26/2015,5/24/2015,6453,Store B,Product A Produced,68,San Diego
5/24/2015,5/24/2015,6453,Store B,Hours Worked,99,San Diego
5/26/2015,5/24/2015,6453,Store B,Product B Produced,36,San Diego
5/25/2015,5/24/2015,6453,Store B,Hours Worked,57,San Diego
5/30/2015,5/24/2015,6453,Store B,Hours Worked,110,San Diego
5/29/2015,5/24/2015,6453,Store B,Hours Worked,92,San Diego
5/26/2015,5/24/2015,6453,Store B,Hours Worked,82,San Diego
5/24/2015,5/24/2015,1234,Store C,Hours Worked,118,San Diego
6/3/2015,5/31/2015,6453,Store B,Product B Produced,13,San Diego
6/5/2015,5/31/2015,6453,Store B,Product A Produced,28,San Diego
6/3/2015,5/31/2015,6453,Store B,Product A Produced,29,San Diego
6/6/2015,5/31/2015,6453,Store B,Hours Worked,100,San Diego
5/31/2015,5/31/2015,6453,Store B,Hours Worked,97,San Diego
6/3/2015,5/31/2015,6453,Store B,Hours Worked,118,San Diego
6/2/2015,5/31/2015,6453,Store B,Hours Worked,80,San Diego
6/5/2015,5/31/2015,6453,Store B,Hours Worked,95,San Diego
6/4/2015,5/31/2015,2356,Store E,Product A Produced,74,San Diego
6/5/2015,5/31/2015,2356,Store E,Product A Produced,61,San Diego
6/1/2015,5/31/2015,2356,Store E,Product A Produced,37,San Diego
6/2/2015,5/31/2015,2356,Store E,Product A Produced,28,San Diego
6/1/2015,5/31/2015,2356,Store E,Hours Worked,114,San Diego
6/5/2015,5/31/2015,2356,Store E,Hours Worked,106,San Diego
6/6/2015,5/31/2015,2356,Store E,Product B Produced,16,San Diego
6/4/2015,5/31/2015,2356,Store E,Hours Worked,100,San Diego
6/2/2015,5/31/2015,2356,Store E,Hours Worked,96,San Diego
6/6/2015,5/31/2015,2356,Store E,Hours Worked,105,San Diego
6/11/2015,6/7/2015,2356,Store E,Hours Worked,110,San Diego
6/12/2015,6/7/2015,2356,Store E,Hours Worked,109,San Diego
6/8/2015,6/7/2015,2356,Store E,Hours Worked,100,San Diego
6/13/2015,6/7/2015,2356,Store E,Hours Worked,29,San Diego
1/22/2015,1/18/2015,2356,Store E,Product B Produced,15,San Diego
1/24/2015,1/18/2015,2356,Store E,Hours Worked,97,San Diego
1/20/2015,1/18/2015,2356,Store E,Product B Produced,52,San Diego
1/23/2015,1/18/2015,2356,Store E,Hours Worked,100,San Diego
1/20/2015,1/18/2015,2356,Store E,Hours Worked,117,San Diego
1/22/2015,1/18/2015,2356,Store E,Hours Worked,93,San Diego
1/19/2015,1/18/2015,2356,Store E,Hours Worked,57,San Diego
1/19/2015,1/18/2015,2356,Store E,Product A Produced,31,San Diego
1/23/2015,1/18/2015,2356,Store E,Product A Produced,84,San Diego
1/22/2015,1/18/2015,2356,Store E,Product A Produced,65,San Diego
2/5/2015,2/1/2015,1290,Store F,Product A Produced,31,San Mateo
2/6/2015,2/1/2015,1290,Store F,Product A Produced,34,San Mateo
2/7/2015,2/1/2015,1290,Store F,Hours Worked,96,San Mateo
2/4/2015,2/1/2015,1290,Store F,Hours Worked,81,San Mateo
2/5/2015,2/1/2015,1290,Store F,Product B Produced,17,San Mateo
2/4/2015,2/1/2015,1290,Store F,Product B Produced,48,San Mateo
2/6/2015,2/1/2015,1290,Store F,Product B Produced,15,San Mateo
2/3/2015,2/1/2015,1290,Store F,Product A Produced,30,San Mateo
2/5/2015,2/1/2015,1290,Store F,Hours Worked,114,San Mateo
2/6/2015,2/1/2015,1290,Store F,Hours Worked,117,San Mateo
2/3/2015,2/1/2015,1290,Store F,Hours Worked,101,San Mateo
2/10/2015,2/8/2015,6453,Store B,Product A Produced,111,San Diego
2/10/2015,2/8/2015,6453,Store B,Product B Produced,14,San Diego
2/13/2015,2/8/2015,6453,Store B,Product A Produced,31,San Diego
2/10/2015,2/8/2015,6453,Store B,Hours Worked,109,San Diego
2/9/2015,2/8/2015,6453,Store B,Hours Worked,112,San Diego
2/11/2015,2/8/2015,6453,Store B,Hours Worked,89,San Diego
2/11/2015,2/8/2015,6453,Store B,Product B Produced,14,San Diego
2/13/2015,2/8/2015,6453,Store B,Hours Worked,105,San Diego
2/8/2015,2/8/2015,6453,Store B,Hours Worked,90,San Diego
2/8/2015,2/8/2015,1234,Store C,Product B Produced,12,San Diego
2/12/2015,2/8/2015,1234,Store C,Product B Produced,13,San Diego
2/10/2015,2/8/2015,1234,Store C,Product B Produced,13,San Diego
2/10/2015,2/8/2015,1234,Store C,Product A Produced,37,San Diego
2/12/2015,2/8/2015,1234,Store C,Product A Produced,32,San Diego
2/8/2015,2/8/2015,1234,Store C,Product A Produced,74,San Diego
2/9/2015,2/8/2015,1234,Store C,Hours Worked,113,San Diego
2/10/2015,2/8/2015,1234,Store C,Hours Worked,93,San Diego
2/11/2015,2/8/2015,1234,Store C,Hours Worked,88,San Diego
2/12/2015,2/8/2015,1234,Store C,Hours Worked,95,San Diego
2/8/2015,2/8/2015,1234,Store C,Hours Worked,84,San Diego
2/26/2015,2/22/2015,5678,Store D,Product A Produced,33,San Francisco
2/23/2015,2/22/2015,5678,Store D,Product A Produced,37,San Francisco
2/24/2015,2/22/2015,5678,Store D,Product A Produced,37,San Francisco
2/25/2015,2/22/2015,5678,Store D,Product A Produced,26,San Francisco
2/27/2015,2/22/2015,5678,Store D,Product A Produced,121,San Francisco
2/23/2015,2/22/2015,5678,Store D,Hours Worked,105,San Francisco
2/24/2015,2/22/2015,5678,Store D,Hours Worked,108,San Francisco
2/26/2015,2/22/2015,5678,Store D,Hours Worked,94,San Francisco
2/25/2015,2/22/2015,5678,Store D,Hours Worked,104,San Francisco
2/27/2015,2/22/2015,5678,Store D,Hours Worked,109,San Francisco
2/25/2015,2/22/2015,5678,Store D,Product B Produced,16,San Francisco
3/5/2015,3/1/2015,1232,Store A,Product A Produced,56,LA
3/3/2015,3/1/2015,1232,Store A,Product A Produced,31,LA
3/6/2015,3/1/2015,1232,Store A,Product A Produced,57,LA
3/6/2015,3/1/2015,1232,Store A,Hours Worked,104,LA
3/2/2015,3/1/2015,1232,Store A,Hours Worked,82,LA
3/3/2015,3/1/2015,1232,Store A,Product B Produced,31,LA
3/3/2015,3/1/2015,1232,Store A,Hours Worked,118,LA
3/4/2015,3/1/2015,1232,Store A,Hours Worked,103,LA
3/5/2015,3/1/2015,1232,Store A,Hours Worked,80,LA
3/8/2015,3/8/2015,7859,Store G,Hours Worked,77,Irvine
3/9/2015,3/8/2015,7859,Store G,Hours Worked,110,Irvine
3/8/2015,3/8/2015,7859,Store G,Product A Produced,97,Irvine
3/14/2015,3/8/2015,7859,Store G,Product B Produced,17,Irvine
3/9/2015,3/8/2015,7859,Store G,Product B Produced,57,Irvine
3/8/2015,3/8/2015,7859,Store G,Product B Produced,31,Irvine
3/14/2015,3/8/2015,7859,Store G,Hours Worked,96,Irvine
3/9/2015,3/8/2015,7859,Store G,Product A Produced,145,Irvine
3/14/2015,3/8/2015,7859,Store G,Product A Produced,91,Irvine
5/23/2015,5/17/2015,2356,Store E,Product A Produced,37,San Diego
5/18/2015,5/17/2015,2356,Store E,Product A Produced,32,San Diego
5/22/2015,5/17/2015,2356,Store E,Product A Produced,103,San Diego
5/23/2015,5/17/2015,2356,Store E,Hours Worked,97,San Diego
5/22/2015,5/17/2015,2356,Store E,Hours Worked,113,San Diego
5/18/2015,5/17/2015,2356,Store E,Hours Worked,90,San Diego
5/19/2015,5/17/2015,2356,Store E,Hours Worked,94,San Diego
5/21/2015,5/17/2015,2356,Store E,Hours Worked,119,San Diego
5/21/2015,5/17/2015,2356,Store E,Product A Produced,61,San Diego
6/5/2015,5/31/2015,1290,Store F,Hours Worked,110,San Mateo
6/1/2015,5/31/2015,1290,Store F,Hours Worked,165,San Mateo
5/31/2015,5/31/2015,1290,Store F,Hours Worked,48,San Mateo
6/6/2015,5/31/2015,1290,Store F,Product B Produced,40,San Mateo
6/4/2015,5/31/2015,1290,Store F,Hours Worked,87,San Mateo
6/2/2015,5/31/2015,1290,Store F,Hours Worked,119,San Mateo
6/3/2015,5/31/2015,1290,Store F,Hours Worked,106,San Mateo
6/6/2015,5/31/2015,1290,Store F,Hours Worked,117,San Mateo
6/4/2015,5/31/2015,1290,Store F,Product A Produced,35,San Mateo
6/3/2015,5/31/2015,1290,Store F,Product A Produced,34,San Mateo
6/8/2015,6/7/2015,6453,Store B,Product A Produced,33,San Diego
6/9/2015,6/7/2015,6453,Store B,Product A Produced,82,San Diego
6/8/2015,6/7/2015,6453,Store B,Product B Produced,17,San Diego
6/12/2015,6/7/2015,6453,Store B,Product A Produced,35,San Diego
6/8/2015,6/7/2015,6453,Store B,Hours Worked,108,San Diego
6/7/2015,6/7/2015,6453,Store B,Hours Worked,97,San Diego
6/12/2015,6/7/2015,6453,Store B,Hours Worked,119,San Diego
6/13/2015,6/7/2015,6453,Store B,Hours Worked,104,San Diego
1/4/2015,1/4/2015,1290,Store F,Hours Worked,83,San Mateo
1/8/2015,1/4/2015,1290,Store F,Hours Worked,117,San Mateo
1/7/2015,1/4/2015,1290,Store F,Hours Worked,113,San Mateo
1/9/2015,1/4/2015,1290,Store F,Hours Worked,76,San Mateo
1/7/2015,1/4/2015,1290,Store F,Product A Produced,32,San Mateo
1/6/2015,1/4/2015,1290,Store F,Hours Worked,101,San Mateo
1/5/2015,1/4/2015,1290,Store F,Hours Worked,115,San Mateo
2/6/2015,2/1/2015,1232,Store A,Hours Worked,86,LA
2/2/2015,2/1/2015,1232,Store A,Hours Worked,97,LA
2/5/2015,2/1/2015,1232,Store A,Hours Worked,97,LA
2/4/2015,2/1/2015,1232,Store A,Product A Produced,35,LA
2/2/2015,2/1/2015,1232,Store A,Product A Produced,32,LA
2/3/2015,2/1/2015,1232,Store A,Hours Worked,87,LA
2/4/2015,2/1/2015,1232,Store A,Hours Worked,105,LA
2/19/2015,2/15/2015,1234,Store C,Product B Produced,14,San Diego
2/17/2015,2/15/2015,1234,Store C,Product A Produced,31,San Diego
2/19/2015,2/15/2015,1234,Store C,Hours Worked,102,San Diego
2/18/2015,2/15/2015,1234,Store C,Hours Worked,111,San Diego
2/17/2015,2/15/2015,1234,Store C,Hours Worked,108,San Diego
2/27/2015,2/22/2015,6453,Store B,Product A Produced,68,San Diego
2/23/2015,2/22/2015,6453,Store B,Product B Produced,25,San Diego
2/27/2015,2/22/2015,6453,Store B,Hours Worked,110,San Diego
2/24/2015,2/22/2015,6453,Store B,Hours Worked,108,San Diego
2/25/2015,2/22/2015,6453,Store B,Hours Worked,114,San Diego
2/23/2015,2/22/2015,6453,Store B,Hours Worked,110,San Diego
2/26/2015,2/22/2015,1234,Store C,Product A Produced,88,San Diego
2/23/2015,2/22/2015,1234,Store C,Product A Produced,67,San Diego
2/23/2015,2/22/2015,1234,Store C,Product B Produced,34,San Diego
2/26/2015,2/22/2015,1234,Store C,Product B Produced,12,San Diego
2/22/2015,2/22/2015,1234,Store C,Product A Produced,72,San Diego
2/23/2015,2/22/2015,1234,Store C,Hours Worked,102,San Diego
2/25/2015,2/22/2015,1234,Store C,Hours Worked,84,San Diego
2/26/2015,2/22/2015,1234,Store C,Hours Worked,81,San Diego
2/24/2015,2/22/2015,1234,Store C,Hours Worked,106,San Diego
3/11/2015,3/8/2015,6453,Store B,Hours Worked,106,San Diego
3/13/2015,3/8/2015,6453,Store B,Hours Worked,84,San Diego
3/9/2015,3/8/2015,6453,Store B,Product B Produced,12,San Diego
3/13/2015,3/8/2015,6453,Store B,Product B Produced,15,San Diego
3/10/2015,3/8/2015,6453,Store B,Hours Worked,111,San Diego
3/14/2015,3/8/2015,6453,Store B,Hours Worked,91,San Diego
3/9/2015,3/8/2015,6453,Store B,Hours Worked,98,San Diego
3/13/2015,3/8/2015,6453,Store B,Product A Produced,28,San Diego
3/9/2015,3/8/2015,6453,Store B,Product A Produced,59,San Diego
3/10/2015,3/8/2015,6453,Store B,Product A Produced,92,San Diego
3/9/2015,3/8/2015,2356,Store E,Product A Produced,37,San Diego
3/13/2015,3/8/2015,2356,Store E,Product A Produced,64,San Diego
3/10/2015,3/8/2015,2356,Store E,Hours Worked,118,San Diego
3/14/2015,3/8/2015,2356,Store E,Hours Worked,82,San Diego
3/14/2015,3/8/2015,2356,Store E,Product A Produced,109,San Diego
3/9/2015,3/8/2015,2356,Store E,Hours Worked,109,San Diego
3/12/2015,3/8/2015,2356,Store E,Hours Worked,41,San Diego
3/13/2015,3/8/2015,2356,Store E,Hours Worked,104,San Diego
3/10/2015,3/8/2015,2356,Store E,Product B Produced,18,San Diego
3/22/2015,3/22/2015,7859,Store G,Product A Produced,78,Irvine
3/22/2015,3/22/2015,7859,Store G,Hours Worked,78,Irvine
3/28/2015,3/22/2015,7859,Store G,Hours Worked,106,Irvine
3/28/2015,3/22/2015,7859,Store G,Product A Produced,59,Irvine
3/23/2015,3/22/2015,7859,Store G,Product B Produced,18,Irvine
3/28/2015,3/22/2015,7859,Store G,Product B Produced,50,Irvine
3/22/2015,3/22/2015,7859,Store G,Product B Produced,15,Irvine
4/11/2015,4/5/2015,7859,Store G,Product B Produced,14,Irvine
4/5/2015,4/5/2015,7859,Store G,Product B Produced,41,Irvine
4/11/2015,4/5/2015,7859,Store G,Product A Produced,65,Irvine
4/5/2015,4/5/2015,7859,Store G,Product A Produced,93,Irvine
4/6/2015,4/5/2015,7859,Store G,Product B Produced,13,Irvine
4/11/2015,4/5/2015,7859,Store G,Hours Worked,80,Irvine
4/5/2015,4/5/2015,7859,Store G,Hours Worked,83,Irvine
4/9/2015,4/5/2015,7859,Store G,Product A Produced,35,Irvine
6/9/2015,6/7/2015,5678,Store D,Hours Worked,87,San Francisco
6/10/2015,6/7/2015,5678,Store D,Hours Worked,118,San Francisco
6/8/2015,6/7/2015,5678,Store D,Hours Worked,116,San Francisco
6/12/2015,6/7/2015,5678,Store D,Hours Worked,88,San Francisco
6/11/2015,6/7/2015,5678,Store D,Hours Worked,86,San Francisco
6/10/2015,6/7/2015,5678,Store D,Product A Produced,32,San Francisco
6/9/2015,6/7/2015,5678,Store D,Product A Produced,60,San Francisco
6/18/2015,6/14/2015,5678,Store D,Hours Worked,117,San Francisco
6/17/2015,6/14/2015,5678,Store D,Product B Produced,13,San Francisco
6/15/2015,6/14/2015,5678,Store D,Hours Worked,88,San Francisco
6/19/2015,6/14/2015,5678,Store D,Hours Worked,103,San Francisco
6/16/2015,6/14/2015,5678,Store D,Hours Worked,85,San Francisco
6/17/2015,6/14/2015,5678,Store D,Hours Worked,120,San Francisco
6/18/2015,6/14/2015,5678,Store D,Product A Produced,37,San Francisco
6/16/2015,6/14/2015,5678,Store D,Product B Produced,36,San Francisco
6/16/2015,6/14/2015,5678,Store D,Product A Produced,34,San Francisco
6/19/2015,6/14/2015,5678,Store D,Product A Produced,33,San Francisco
6/17/2015,6/14/2015,5678,Store D,Product A Produced,27,San Francisco
6/15/2015,6/14/2015,5678,Store D,Product A Produced,33,San Francisco
6/16/2015,6/14/2015,1290,Store F,Hours Worked,107,San Mateo
6/19/2015,6/14/2015,1290,Store F,Product A Produced,75,San Mateo
6/14/2015,6/14/2015,1290,Store F,Product A Produced,70,San Mateo
6/20/2015,6/14/2015,1290,Store F,Product A Produced,35,San Mateo
6/16/2015,6/14/2015,1290,Store F,Product B Produced,33,San Mateo
6/19/2015,6/14/2015,1290,Store F,Product B Produced,15,San Mateo
6/17/2015,6/14/2015,1290,Store F,Hours Worked,116,San Mateo
6/14/2015,6/14/2015,1290,Store F,Hours Worked,157,San Mateo
6/20/2015,6/14/2015,1290,Store F,Hours Worked,107,San Mateo
6/15/2015,6/14/2015,1290,Store F,Hours Worked,166,San Mateo
6/19/2015,6/14/2015,1290,Store F,Hours Worked,98,San Mateo
1/24/2015,1/18/2015,6453,Store B,Hours Worked,114,San Diego
1/23/2015,1/18/2015,6453,Store B,Hours Worked,100,San Diego
1/21/2015,1/18/2015,6453,Store B,Hours Worked,80,San Diego
1/20/2015,1/18/2015,6453,Store B,Hours Worked,82,San Diego
1/23/2015,1/18/2015,6453,Store B,Product B Produced,16,San Diego
1/21/2015,1/18/2015,6453,Store B,Product B Produced,24,San Diego
